age,age_group,job,marital,education,balance,balance_group,housing,loan,default,contact,month,day,duration,campaign,campaign_group,pdays,previous,poutcome,deposit
45,40-49,blue-collar,married,primary,4696,Medium Balance,no,no,no,unknown,jun,17,99,1,1 Contact,-1,0,unknown,No
30,30-39,management,single,secondary,135,Low Balance,no,no,no,cellular,aug,14,112,2,2-3 Contacts,-1,0,unknown,No
47,40-49,self-employed,married,primary,574,Low Balance,yes,no,no,cellular,nov,20,137,5,4-5 Contacts,-1,0,unknown,No
37,30-39,blue-collar,married,primary,1322,Medium Balance,yes,no,no,cellular,nov,21,14,8,6+ Contacts,185,1,other,No
35,30-39,technician,married,tertiary,703,Low Balance,no,no,no,cellular,apr,20,169,1,1 Contact,-1,0,unknown,No
41,40-49,management,single,tertiary,0,Zero Balance,no,no,no,cellular,aug,7,91,2,2-3 Contacts,-1,0,unknown,No
35,30-39,unemployed,married,secondary,1,Low Balance,yes,no,no,cellular,jul,28,173,8,6+ Contacts,-1,0,unknown,No
60,60+,retired,married,primary,55,Low Balance,no,no,no,cellular,jun,4,207,1,1 Contact,-1,0,unknown,No
58,50-59,technician,married,secondary,786,Low Balance,yes,no,no,unknown,may,7,165,3,2-3 Contacts,-1,0,unknown,No
28,18-29,management,married,tertiary,22,Low Balance,yes,no,no,cellular,jul,31,59,3,2-3 Contacts,-1,0,unknown,No
57,50-59,unemployed,married,secondary,890,Low Balance,no,no,no,cellular,feb,5,343,4,4-5 Contacts,-1,0,unknown,No
35,30-39,management,married,tertiary,451,Low Balance,yes,no,no,cellular,apr,17,220,6,6+ Contacts,-1,0,unknown,No
54,50-59,admin.,married,tertiary,59,Low Balance,yes,no,no,cellular,jul,10,268,1,1 Contact,-1,0,unknown,No
31,30-39,management,single,tertiary,15,Low Balance,no,no,no,cellular,aug,11,119,2,2-3 Contacts,-1,0,unknown,No
32,30-39,blue-collar,single,secondary,15341,High Balance,no,no,no,unknown,may,21,738,3,2-3 Contacts,-1,0,unknown,No
56,50-59,admin.,single,secondary,-273,Negative Balance,no,no,no,cellular,jul,8,119,2,2-3 Contacts,-1,0,unknown,No
35,30-39,self-employed,married,tertiary,28,Low Balance,no,yes,yes,cellular,jul,8,259,1,1 Contact,-1,0,unknown,No
33,30-39,blue-collar,married,secondary,58,Low Balance,no,no,no,unknown,may,16,144,2,2-3 Contacts,-1,0,unknown,No
50,50-59,technician,married,secondary,103,Low Balance,yes,no,no,cellular,feb,3,109,4,4-5 Contacts,267,6,failure,No
46,40-49,management,single,secondary,244,Low Balance,yes,no,no,unknown,may,15,244,1,1 Contact,-1,0,unknown,No
35,30-39,services,married,secondary,0,Zero Balance,no,no,no,unknown,jun,9,115,4,4-5 Contacts,-1,0,unknown,No
49,40-49,admin.,married,secondary,880,Low Balance,yes,yes,no,cellular,may,18,22,3,2-3 Contacts,-1,0,unknown,No
56,50-59,management,divorced,tertiary,-141,Negative Balance,no,no,no,cellular,jul,28,101,4,4-5 Contacts,-1,0,unknown,No
33,30-39,blue-collar,single,primary,447,Low Balance,yes,no,no,unknown,may,9,180,2,2-3 Contacts,-1,0,unknown,No
37,30-39,entrepreneur,married,primary,62,Low Balance,no,no,no,cellular,jul,31,404,2,2-3 Contacts,-1,0,unknown,No
30,30-39,blue-collar,single,secondary,148,Low Balance,no,no,no,cellular,apr,2,206,1,1 Contact,-1,0,unknown,No
34,30-39,admin.,single,secondary,79,Low Balance,yes,no,no,cellular,jul,28,219,3,2-3 Contacts,-1,0,unknown,No
29,18-29,blue-collar,single,secondary,9,Low Balance,yes,no,no,cellular,may,11,262,3,2-3 Contacts,-1,0,unknown,No
32,30-39,management,married,tertiary,578,Low Balance,no,yes,no,cellular,jul,22,29,2,2-3 Contacts,-1,0,unknown,No
29,18-29,blue-collar,married,primary,-382,Negative Balance,yes,no,no,cellular,jul,28,35,2,2-3 Contacts,-1,0,unknown,No
50,50-59,blue-collar,married,primary,888,Low Balance,no,yes,no,telephone,jul,10,160,3,2-3 Contacts,-1,0,unknown,No
58,50-59,technician,single,secondary,382,Low Balance,no,no,no,cellular,aug,13,460,2,2-3 Contacts,-1,0,unknown,No
30,30-39,management,married,tertiary,1390,Medium Balance,no,no,no,cellular,aug,20,552,4,4-5 Contacts,-1,0,unknown,No
52,50-59,entrepreneur,married,primary,-104,Negative Balance,no,yes,no,cellular,jul,10,124,1,1 Contact,-1,0,unknown,No
39,30-39,management,married,tertiary,22,Low Balance,yes,no,no,unknown,jun,2,493,1,1 Contact,-1,0,unknown,No
43,40-49,technician,divorced,secondary,-36,Negative Balance,yes,no,no,cellular,nov,17,190,1,1 Contact,104,1,failure,No
51,50-59,technician,married,secondary,130,Low Balance,no,no,no,cellular,aug,22,547,3,2-3 Contacts,-1,0,unknown,No
38,30-39,admin.,single,secondary,77,Low Balance,no,no,no,cellular,nov,20,441,4,4-5 Contacts,-1,0,unknown,No
30,30-39,self-employed,single,secondary,1031,Medium Balance,no,no,no,unknown,oct,20,7,1,1 Contact,-1,0,unknown,No
52,50-59,management,divorced,primary,92,Low Balance,no,yes,no,cellular,jul,16,469,7,6+ Contacts,-1,0,unknown,No
40,40-49,technician,married,tertiary,1063,Medium Balance,yes,yes,no,cellular,aug,19,264,2,2-3 Contacts,-1,0,unknown,No
37,30-39,technician,married,secondary,0,Zero Balance,yes,yes,no,cellular,jul,15,101,3,2-3 Contacts,-1,0,unknown,No
30,30-39,blue-collar,married,secondary,282,Low Balance,yes,yes,no,unknown,may,23,148,2,2-3 Contacts,-1,0,unknown,No
51,50-59,management,married,tertiary,1394,Medium Balance,yes,no,no,cellular,aug,5,115,1,1 Contact,-1,0,unknown,No
27,18-29,technician,single,secondary,16,Low Balance,no,no,no,unknown,may,19,193,1,1 Contact,-1,0,unknown,No
35,30-39,blue-collar,married,secondary,975,Low Balance,yes,no,no,cellular,jul,16,102,1,1 Contact,-1,0,unknown,No
47,40-49,admin.,married,tertiary,12276,High Balance,no,no,no,unknown,jun,20,77,5,4-5 Contacts,-1,0,unknown,No
29,18-29,blue-collar,married,secondary,313,Low Balance,yes,no,no,cellular,apr,20,172,2,2-3 Contacts,343,3,other,No
52,50-59,admin.,married,secondary,1648,Medium Balance,yes,no,no,cellular,nov,19,172,3,2-3 Contacts,-1,0,unknown,No
43,40-49,admin.,single,secondary,6,Low Balance,no,no,no,cellular,feb,4,58,1,1 Contact,264,1,failure,No
31,30-39,blue-collar,married,primary,1127,Medium Balance,yes,no,no,telephone,may,13,43,1,1 Contact,349,1,failure,No
54,50-59,blue-collar,married,secondary,1070,Medium Balance,no,no,no,cellular,nov,18,373,4,4-5 Contacts,-1,0,unknown,No
59,50-59,housemaid,married,secondary,1040,Medium Balance,no,no,no,cellular,aug,5,123,2,2-3 Contacts,-1,0,unknown,No
51,50-59,blue-collar,married,secondary,50,Low Balance,yes,yes,no,unknown,may,6,121,1,1 Contact,-1,0,unknown,No
32,30-39,management,married,tertiary,62,Low Balance,yes,no,no,telephone,nov,13,45,1,1 Contact,-1,0,unknown,No
42,40-49,blue-collar,married,secondary,-755,Negative Balance,yes,yes,no,unknown,jun,2,312,1,1 Contact,-1,0,unknown,No
46,40-49,blue-collar,married,secondary,4707,Medium Balance,yes,no,no,unknown,may,23,93,8,6+ Contacts,-1,0,unknown,No
30,30-39,technician,single,secondary,925,Low Balance,no,no,no,cellular,nov,20,240,1,1 Contact,-1,0,unknown,No
42,40-49,management,divorced,primary,0,Zero Balance,yes,no,no,cellular,nov,19,73,5,4-5 Contacts,-1,0,unknown,No
39,30-39,blue-collar,married,primary,867,Low Balance,yes,no,no,unknown,may,7,481,1,1 Contact,-1,0,unknown,No
31,30-39,management,single,tertiary,-201,Negative Balance,yes,no,no,cellular,aug,22,81,4,4-5 Contacts,-1,0,unknown,No
35,30-39,blue-collar,married,secondary,120,Low Balance,yes,no,no,unknown,may,28,245,2,2-3 Contacts,-1,0,unknown,No
34,30-39,admin.,married,secondary,61,Low Balance,no,yes,no,unknown,may,5,21,1,1 Contact,-1,0,unknown,No
42,40-49,technician,divorced,secondary,0,Zero Balance,yes,no,no,unknown,may,28,471,2,2-3 Contacts,-1,0,unknown,No
57,50-59,management,married,primary,687,Low Balance,yes,yes,no,telephone,jul,21,107,3,2-3 Contacts,-1,0,unknown,No
38,30-39,management,single,tertiary,38,Low Balance,no,no,no,cellular,aug,20,105,2,2-3 Contacts,-1,0,unknown,No
29,18-29,blue-collar,single,secondary,2806,Medium Balance,no,no,no,cellular,oct,15,294,1,1 Contact,93,5,other,No
46,40-49,management,married,secondary,-27,Negative Balance,yes,no,no,cellular,may,6,289,1,1 Contact,-1,0,unknown,No
48,40-49,management,married,tertiary,2498,Medium Balance,no,no,no,cellular,aug,14,98,2,2-3 Contacts,-1,0,unknown,No
33,30-39,technician,married,secondary,390,Low Balance,no,no,no,cellular,aug,13,460,2,2-3 Contacts,-1,0,unknown,No
59,50-59,admin.,single,secondary,-423,Negative Balance,yes,yes,no,cellular,apr,20,84,1,1 Contact,-1,0,unknown,No
23,18-29,technician,single,secondary,1587,Medium Balance,yes,yes,no,cellular,may,14,502,2,2-3 Contacts,-1,0,unknown,No
37,30-39,blue-collar,married,secondary,288,Low Balance,yes,no,no,cellular,may,5,159,6,6+ Contacts,-1,0,unknown,No
40,40-49,technician,single,secondary,822,Low Balance,yes,yes,no,cellular,jan,29,155,2,2-3 Contacts,245,3,failure,No
44,40-49,blue-collar,divorced,secondary,-222,Negative Balance,yes,no,no,unknown,may,27,112,3,2-3 Contacts,-1,0,unknown,No
37,30-39,blue-collar,single,secondary,197,Low Balance,yes,no,no,unknown,may,16,251,3,2-3 Contacts,-1,0,unknown,No
28,18-29,services,single,secondary,159,Low Balance,yes,no,no,telephone,may,12,345,2,2-3 Contacts,-1,0,unknown,No
39,30-39,technician,single,secondary,681,Low Balance,yes,no,no,unknown,jun,5,170,1,1 Contact,-1,0,unknown,No
57,50-59,retired,divorced,primary,0,Zero Balance,no,yes,yes,cellular,jul,24,125,2,2-3 Contacts,-1,0,unknown,No
38,30-39,blue-collar,single,unknown,495,Low Balance,yes,no,no,unknown,may,8,297,1,1 Contact,-1,0,unknown,No
60,60+,blue-collar,married,secondary,414,Low Balance,no,no,no,cellular,feb,4,147,1,1 Contact,-1,0,unknown,No
38,30-39,management,divorced,tertiary,151,Low Balance,yes,no,no,cellular,jul,17,50,1,1 Contact,-1,0,unknown,No
26,18-29,student,single,secondary,2572,Medium Balance,yes,no,no,cellular,may,5,620,1,1 Contact,-1,0,unknown,No
32,30-39,blue-collar,married,secondary,320,Low Balance,yes,no,no,unknown,may,6,198,2,2-3 Contacts,-1,0,unknown,No
35,30-39,management,single,tertiary,304,Low Balance,yes,no,no,cellular,nov,19,274,2,2-3 Contacts,-1,0,unknown,No
30,30-39,management,single,secondary,1299,Medium Balance,no,no,no,cellular,aug,14,515,2,2-3 Contacts,-1,0,unknown,No
37,30-39,blue-collar,married,secondary,740,Low Balance,yes,no,no,cellular,may,7,434,3,2-3 Contacts,342,2,failure,No
36,30-39,blue-collar,married,secondary,537,Low Balance,no,yes,no,cellular,jul,7,206,6,6+ Contacts,-1,0,unknown,No
34,30-39,admin.,single,secondary,1581,Medium Balance,yes,yes,no,unknown,may,20,52,11,6+ Contacts,-1,0,unknown,No
28,18-29,blue-collar,married,secondary,708,Low Balance,yes,no,no,unknown,jun,6,339,5,4-5 Contacts,-1,0,unknown,No
37,30-39,blue-collar,married,primary,178,Low Balance,yes,yes,no,unknown,jun,9,72,1,1 Contact,-1,0,unknown,No
31,30-39,services,single,secondary,671,Low Balance,yes,no,no,unknown,may,7,193,3,2-3 Contacts,-1,0,unknown,No
34,30-39,blue-collar,married,primary,3,Low Balance,yes,no,no,telephone,may,8,26,1,1 Contact,-1,0,unknown,No
28,18-29,technician,single,secondary,981,Low Balance,yes,no,no,cellular,jul,24,225,1,1 Contact,-1,0,unknown,No
38,30-39,technician,married,tertiary,1042,Medium Balance,yes,no,no,cellular,feb,4,419,2,2-3 Contacts,-1,0,unknown,No
80,60+,retired,married,primary,1021,Medium Balance,no,no,no,telephone,feb,26,37,1,1 Contact,-1,0,unknown,No
59,50-59,retired,married,secondary,1035,Medium Balance,yes,yes,no,cellular,aug,5,223,1,1 Contact,-1,0,unknown,No
54,50-59,management,married,tertiary,1114,Medium Balance,yes,no,no,cellular,nov,21,1195,2,2-3 Contacts,175,1,other,No
29,18-29,blue-collar,single,tertiary,98,Low Balance,no,no,no,cellular,aug,10,170,2,2-3 Contacts,-1,0,unknown,No
39,30-39,technician,married,secondary,24,Low Balance,yes,no,no,cellular,jan,28,79,4,4-5 Contacts,-1,0,unknown,No
30,30-39,technician,single,secondary,486,Low Balance,no,no,no,cellular,jan,28,335,3,2-3 Contacts,-1,0,unknown,No
41,40-49,services,divorced,secondary,727,Low Balance,yes,no,no,cellular,may,11,246,1,1 Contact,-1,0,unknown,No
48,40-49,technician,married,secondary,-205,Negative Balance,yes,yes,no,cellular,jul,9,112,1,1 Contact,-1,0,unknown,No
26,18-29,blue-collar,married,secondary,895,Low Balance,yes,no,no,cellular,feb,4,820,3,2-3 Contacts,-1,0,unknown,No
55,50-59,admin.,married,primary,319,Low Balance,no,no,no,cellular,nov,21,124,3,2-3 Contacts,-1,0,unknown,No
36,30-39,admin.,single,secondary,206,Low Balance,yes,no,no,unknown,may,8,183,1,1 Contact,-1,0,unknown,No
31,30-39,services,married,secondary,-414,Negative Balance,yes,no,no,cellular,may,6,1369,3,2-3 Contacts,-1,0,unknown,No
35,30-39,blue-collar,married,primary,-1489,Negative Balance,yes,yes,yes,unknown,may,29,177,1,1 Contact,-1,0,unknown,No
30,30-39,management,married,tertiary,0,Zero Balance,no,no,no,cellular,aug,7,74,1,1 Contact,-1,0,unknown,No
26,18-29,blue-collar,single,secondary,249,Low Balance,yes,no,no,cellular,jan,29,235,3,2-3 Contacts,262,5,failure,No
32,30-39,management,married,tertiary,927,Low Balance,no,no,no,cellular,oct,8,282,1,1 Contact,-1,0,unknown,No
43,40-49,blue-collar,divorced,primary,515,Low Balance,yes,no,no,cellular,nov,18,182,1,1 Contact,-1,0,unknown,No
48,40-49,admin.,married,secondary,1060,Medium Balance,yes,no,no,cellular,apr,20,87,2,2-3 Contacts,318,3,failure,No
49,40-49,technician,married,secondary,308,Low Balance,no,no,no,cellular,jul,27,266,5,4-5 Contacts,-1,0,unknown,No
34,30-39,blue-collar,married,secondary,808,Low Balance,yes,yes,no,cellular,jul,17,20,3,2-3 Contacts,-1,0,unknown,No
27,18-29,blue-collar,single,primary,431,Low Balance,yes,no,no,unknown,may,15,286,2,2-3 Contacts,-1,0,unknown,No
31,30-39,admin.,single,secondary,396,Low Balance,yes,no,no,unknown,may,19,104,1,1 Contact,-1,0,unknown,No
35,30-39,technician,single,secondary,-89,Negative Balance,yes,no,no,cellular,may,15,75,1,1 Contact,368,1,failure,No
40,40-49,admin.,married,secondary,-253,Negative Balance,yes,no,no,cellular,jul,9,177,1,1 Contact,-1,0,unknown,No
39,30-39,services,married,secondary,0,Zero Balance,yes,no,no,unknown,may,20,793,2,2-3 Contacts,-1,0,unknown,No
19,18-29,student,single,unknown,60,Low Balance,no,no,no,cellular,aug,14,253,1,1 Contact,-1,0,unknown,No
40,40-49,services,married,secondary,695,Low Balance,yes,no,no,cellular,may,11,270,1,1 Contact,348,10,failure,No
25,18-29,admin.,single,tertiary,1141,Medium Balance,yes,no,no,cellular,may,5,718,1,1 Contact,347,1,failure,No
38,30-39,technician,divorced,tertiary,791,Low Balance,yes,no,no,unknown,may,26,89,2,2-3 Contacts,-1,0,unknown,No
62,60+,blue-collar,married,primary,1381,Medium Balance,no,no,no,cellular,oct,19,1020,1,1 Contact,-1,0,unknown,No
27,18-29,services,married,secondary,0,Zero Balance,yes,no,no,cellular,jul,23,198,13,6+ Contacts,-1,0,unknown,No
40,40-49,technician,married,secondary,-28,Negative Balance,yes,yes,no,unknown,may,30,289,2,2-3 Contacts,-1,0,unknown,No
56,50-59,management,married,tertiary,412,Low Balance,no,no,no,telephone,nov,20,179,6,6+ Contacts,-1,0,unknown,No
33,30-39,management,married,tertiary,310,Low Balance,no,no,no,cellular,aug,29,179,2,2-3 Contacts,-1,0,unknown,No
52,50-59,blue-collar,married,secondary,1319,Medium Balance,no,no,no,telephone,apr,30,37,2,2-3 Contacts,-1,0,unknown,No
33,30-39,blue-collar,married,secondary,0,Zero Balance,yes,yes,no,cellular,jul,28,83,12,6+ Contacts,-1,0,unknown,No
38,30-39,services,married,secondary,-314,Negative Balance,yes,no,no,unknown,may,28,66,2,2-3 Contacts,-1,0,unknown,No
27,18-29,services,married,secondary,511,Low Balance,yes,no,no,unknown,jun,30,85,5,4-5 Contacts,-1,0,unknown,No
54,50-59,retired,married,secondary,-152,Negative Balance,yes,yes,no,unknown,may,26,14,11,6+ Contacts,-1,0,unknown,No
35,30-39,admin.,married,secondary,907,Low Balance,no,yes,no,unknown,jul,2,97,4,4-5 Contacts,-1,0,unknown,No
41,40-49,blue-collar,single,primary,22,Low Balance,yes,no,no,unknown,may,14,152,1,1 Contact,-1,0,unknown,No
28,18-29,blue-collar,single,secondary,0,Zero Balance,no,yes,no,cellular,jul,31,11,21,6+ Contacts,-1,0,unknown,No
55,50-59,management,divorced,tertiary,8044,High Balance,yes,no,no,cellular,may,11,175,5,4-5 Contacts,333,19,other,No
56,50-59,admin.,single,secondary,1854,Medium Balance,yes,no,no,telephone,may,7,45,1,1 Contact,342,2,failure,No
33,30-39,blue-collar,single,secondary,1794,Medium Balance,yes,no,no,cellular,may,12,360,1,1 Contact,173,1,other,No
42,40-49,technician,married,secondary,2,Low Balance,no,no,no,unknown,may,29,249,2,2-3 Contacts,-1,0,unknown,No
34,30-39,student,single,unknown,2321,Medium Balance,no,no,no,cellular,nov,9,600,2,2-3 Contacts,99,5,failure,No
35,30-39,technician,single,secondary,144,Low Balance,no,no,no,cellular,jul,22,163,2,2-3 Contacts,-1,0,unknown,No
46,40-49,technician,divorced,secondary,1,Low Balance,yes,yes,no,unknown,may,26,200,3,2-3 Contacts,-1,0,unknown,No
31,30-39,self-employed,single,secondary,762,Low Balance,no,no,no,cellular,aug,11,312,3,2-3 Contacts,-1,0,unknown,No
48,40-49,self-employed,married,tertiary,16,Low Balance,yes,yes,no,cellular,nov,18,214,1,1 Contact,-1,0,unknown,No
38,30-39,technician,married,secondary,20,Low Balance,no,no,no,cellular,feb,2,147,1,1 Contact,-1,0,unknown,No
47,40-49,services,married,secondary,2070,Medium Balance,yes,yes,no,unknown,may,26,136,1,1 Contact,-1,0,unknown,No
48,40-49,management,married,tertiary,308,Low Balance,yes,no,no,cellular,jul,14,125,5,4-5 Contacts,-1,0,unknown,No
57,50-59,technician,married,unknown,1617,Medium Balance,yes,no,no,unknown,may,7,96,2,2-3 Contacts,-1,0,unknown,No
30,30-39,admin.,married,secondary,39,Low Balance,yes,no,no,cellular,jul,28,101,3,2-3 Contacts,-1,0,unknown,No
39,30-39,blue-collar,married,primary,332,Low Balance,yes,no,no,unknown,may,8,277,3,2-3 Contacts,-1,0,unknown,No
31,30-39,management,single,tertiary,713,Low Balance,no,no,no,cellular,aug,28,162,1,1 Contact,-1,0,unknown,No
44,40-49,blue-collar,married,secondary,2885,Medium Balance,yes,no,no,unknown,may,30,63,3,2-3 Contacts,-1,0,unknown,No
38,30-39,services,married,secondary,968,Low Balance,yes,no,no,cellular,apr,6,272,1,1 Contact,-1,0,unknown,No
58,50-59,unknown,married,tertiary,4150,Medium Balance,no,no,no,unknown,jun,6,363,1,1 Contact,-1,0,unknown,No
42,40-49,management,married,tertiary,687,Low Balance,no,no,no,cellular,aug,11,667,2,2-3 Contacts,-1,0,unknown,No
33,30-39,management,married,secondary,333,Low Balance,no,no,no,cellular,aug,28,80,6,6+ Contacts,-1,0,unknown,No
55,50-59,retired,married,primary,1821,Medium Balance,no,no,no,cellular,aug,8,224,2,2-3 Contacts,-1,0,unknown,No
34,30-39,blue-collar,married,secondary,-436,Negative Balance,yes,no,no,unknown,may,26,317,1,1 Contact,-1,0,unknown,No
30,30-39,unknown,single,unknown,6929,High Balance,no,no,no,cellular,nov,19,341,1,1 Contact,-1,0,unknown,No
35,30-39,technician,single,secondary,126,Low Balance,no,no,no,cellular,aug,22,112,2,2-3 Contacts,-1,0,unknown,No
35,30-39,technician,married,secondary,2019,Medium Balance,yes,yes,no,cellular,nov,18,83,2,2-3 Contacts,144,1,failure,No
56,50-59,retired,married,secondary,878,Low Balance,no,no,no,unknown,jun,20,123,3,2-3 Contacts,-1,0,unknown,No
27,18-29,management,single,tertiary,6791,High Balance,no,no,no,telephone,mar,22,174,2,2-3 Contacts,229,28,success,No
39,30-39,self-employed,divorced,secondary,0,Zero Balance,yes,no,no,unknown,may,23,210,2,2-3 Contacts,-1,0,unknown,No
36,30-39,admin.,married,secondary,110,Low Balance,yes,no,no,telephone,feb,4,185,1,1 Contact,-1,0,unknown,No
35,30-39,self-employed,married,secondary,28,Low Balance,no,yes,no,unknown,jul,2,159,3,2-3 Contacts,-1,0,unknown,No
34,30-39,housemaid,single,primary,443,Low Balance,no,no,no,cellular,jan,30,10,1,1 Contact,2,1,other,No
28,18-29,unemployed,single,primary,236,Low Balance,no,no,no,cellular,feb,6,460,3,2-3 Contacts,-1,0,unknown,No
37,30-39,technician,married,secondary,2707,Medium Balance,yes,no,no,telephone,jul,16,109,1,1 Contact,-1,0,unknown,No
57,50-59,technician,married,secondary,1753,Medium Balance,yes,no,no,cellular,may,7,539,1,1 Contact,-1,0,unknown,No
34,30-39,services,married,secondary,1182,Medium Balance,yes,no,no,unknown,may,28,124,1,1 Contact,-1,0,unknown,No
38,30-39,management,single,tertiary,427,Low Balance,yes,no,no,cellular,nov,18,253,1,1 Contact,182,1,failure,No
48,40-49,technician,married,primary,788,Low Balance,no,no,no,telephone,jul,9,36,2,2-3 Contacts,-1,0,unknown,No
35,30-39,admin.,married,secondary,0,Zero Balance,no,no,no,cellular,jul,7,78,11,6+ Contacts,-1,0,unknown,No
40,40-49,blue-collar,married,primary,-509,Negative Balance,yes,no,yes,unknown,may,23,298,1,1 Contact,-1,0,unknown,No
48,40-49,services,divorced,primary,-110,Negative Balance,no,yes,no,unknown,jun,19,164,2,2-3 Contacts,-1,0,unknown,No
54,50-59,blue-collar,married,primary,244,Low Balance,yes,no,no,cellular,jul,29,337,2,2-3 Contacts,-1,0,unknown,No
49,40-49,services,divorced,secondary,933,Low Balance,no,yes,no,cellular,jul,29,92,33,6+ Contacts,-1,0,unknown,No
38,30-39,technician,married,tertiary,940,Low Balance,no,no,no,cellular,aug,12,191,7,6+ Contacts,-1,0,unknown,No
44,40-49,entrepreneur,married,tertiary,1631,Medium Balance,yes,no,no,cellular,nov,17,81,1,1 Contact,195,2,failure,No
44,40-49,unemployed,married,secondary,-505,Negative Balance,yes,no,yes,unknown,jun,3,113,11,6+ Contacts,-1,0,unknown,No
60,60+,admin.,married,secondary,7336,High Balance,no,no,no,cellular,mar,31,494,1,1 Contact,-1,0,unknown,No
55,50-59,services,single,secondary,-40,Negative Balance,yes,no,no,unknown,may,12,178,2,2-3 Contacts,-1,0,unknown,No
27,18-29,student,single,primary,25,Low Balance,no,no,yes,unknown,aug,28,8,1,1 Contact,-1,0,unknown,No
33,30-39,management,single,secondary,0,Zero Balance,no,no,no,unknown,may,20,190,2,2-3 Contacts,-1,0,unknown,No
32,30-39,technician,married,secondary,5,Low Balance,yes,no,no,cellular,nov,17,114,1,1 Contact,-1,0,unknown,No
51,50-59,blue-collar,married,secondary,-92,Negative Balance,yes,no,no,unknown,jun,4,28,4,4-5 Contacts,-1,0,unknown,No
44,40-49,admin.,married,secondary,497,Low Balance,yes,no,no,cellular,feb,3,321,3,2-3 Contacts,270,2,other,No
49,40-49,blue-collar,married,primary,2356,Medium Balance,no,yes,no,telephone,jul,14,236,2,2-3 Contacts,-1,0,unknown,No
42,40-49,blue-collar,married,secondary,3,Low Balance,yes,no,no,cellular,may,12,118,1,1 Contact,-1,0,unknown,No
35,30-39,services,married,secondary,128,Low Balance,yes,no,no,cellular,may,12,136,1,1 Contact,-1,0,unknown,No
32,30-39,admin.,married,tertiary,390,Low Balance,yes,yes,no,cellular,may,5,100,1,1 Contact,243,1,other,No
39,30-39,technician,single,secondary,300,Low Balance,no,no,no,cellular,sep,10,315,6,6+ Contacts,394,1,failure,No
54,50-59,technician,married,secondary,827,Low Balance,no,yes,no,unknown,jun,20,294,2,2-3 Contacts,-1,0,unknown,No
35,30-39,technician,married,tertiary,25,Low Balance,no,no,no,cellular,aug,27,219,2,2-3 Contacts,-1,0,unknown,No
41,40-49,technician,single,primary,340,Low Balance,yes,no,no,cellular,may,13,262,1,1 Contact,349,1,failure,No
35,30-39,management,married,tertiary,867,Low Balance,yes,no,no,cellular,nov,20,298,2,2-3 Contacts,171,3,success,No
41,40-49,blue-collar,married,secondary,140,Low Balance,yes,no,no,cellular,jan,29,636,2,2-3 Contacts,-1,0,unknown,No
36,30-39,technician,married,secondary,3,Low Balance,no,no,no,cellular,aug,20,100,4,4-5 Contacts,-1,0,unknown,No
51,50-59,self-employed,married,secondary,4920,Medium Balance,no,no,no,telephone,jun,2,392,2,2-3 Contacts,-1,0,unknown,No
59,50-59,unknown,single,secondary,3237,Medium Balance,no,no,no,unknown,jun,6,100,3,2-3 Contacts,-1,0,unknown,No
44,40-49,blue-collar,married,primary,0,Zero Balance,yes,yes,no,cellular,nov,21,32,2,2-3 Contacts,116,3,other,No
49,40-49,admin.,married,secondary,1096,Medium Balance,yes,no,no,cellular,apr,17,609,1,1 Contact,303,5,failure,No
37,30-39,admin.,single,tertiary,869,Low Balance,no,no,no,cellular,jul,30,60,8,6+ Contacts,-1,0,unknown,No
60,60+,technician,divorced,tertiary,1900,Medium Balance,yes,no,no,unknown,may,29,77,3,2-3 Contacts,-1,0,unknown,No
40,40-49,management,married,tertiary,413,Low Balance,yes,no,no,unknown,may,14,150,1,1 Contact,-1,0,unknown,No
27,18-29,blue-collar,married,primary,-588,Negative Balance,no,no,yes,unknown,may,13,531,2,2-3 Contacts,-1,0,unknown,No
34,30-39,housemaid,married,secondary,0,Zero Balance,no,no,yes,cellular,aug,21,398,2,2-3 Contacts,-1,0,unknown,No
41,40-49,technician,married,secondary,2490,Medium Balance,yes,no,no,unknown,may,21,115,2,2-3 Contacts,-1,0,unknown,No
39,30-39,services,married,secondary,20928,High Balance,no,no,no,cellular,may,14,1166,1,1 Contact,352,1,other,No
34,30-39,admin.,married,secondary,560,Low Balance,yes,no,no,unknown,may,5,198,3,2-3 Contacts,-1,0,unknown,No
38,30-39,blue-collar,divorced,secondary,0,Zero Balance,yes,no,no,cellular,may,11,580,1,1 Contact,173,1,failure,No
56,50-59,blue-collar,married,primary,826,Low Balance,yes,no,no,cellular,jul,21,853,1,1 Contact,-1,0,unknown,No
42,40-49,services,married,secondary,115,Low Balance,yes,yes,no,cellular,apr,17,161,1,1 Contact,149,2,failure,No
47,40-49,student,single,unknown,107,Low Balance,no,no,no,telephone,jul,15,119,8,6+ Contacts,-1,0,unknown,No
32,30-39,blue-collar,married,secondary,320,Low Balance,yes,yes,no,cellular,feb,3,22,4,4-5 Contacts,-1,0,unknown,No
37,30-39,blue-collar,married,secondary,-399,Negative Balance,yes,yes,yes,unknown,jun,3,21,3,2-3 Contacts,-1,0,unknown,No
25,18-29,student,single,secondary,703,Low Balance,no,no,no,cellular,may,5,1100,3,2-3 Contacts,-1,0,unknown,No
29,18-29,technician,divorced,secondary,328,Low Balance,yes,yes,no,cellular,feb,4,25,1,1 Contact,-1,0,unknown,No
48,40-49,management,divorced,tertiary,148,Low Balance,no,no,no,cellular,aug,12,152,2,2-3 Contacts,-1,0,unknown,No
